Incident_ID,Civilian_Officer,ORI,Gender,Race_Ethnic_Group,Asian_Race,Age,Injured,Injury_Level,Injury_Type,Medical_Aid,Injury_From_Preexisting_Condition,Received_Force_Location,Order_Of_Force_Specified,Order_Of_Force_Str,Received_Force,Received_Force_Type,DISCHARGE_OF_FIREARM_INDIVIDUAL,DISCHARGE_OF_FIREARM_INCIDENT,CIVILIAN_Mental_Status,CIVILIAN_Assaulted_Officer,CIVILIAN_Highest_Charge,CIVILIAN_Crime_Qualifier,CIVILIAN_Perceived_Armed,CIVILIAN_Perceived_Armed_Weapon,CIVILIAN_Firearm_Type,CIVILIAN_Resisted,CIVILIAN_Resistance_Type,CIVILIAN_Custody_Status,CIVILIAN_Confirmed_Armed,CIVILIAN_Confirmed_Armed_Weapon,CIVILIAN_K12_Type,OFFICER_Officer_Used_Force,OFFICER_Officer_Used_Force_Reason,OFFICER_On_Duty,OFFICER_Dress
URSUS-19-7500-2016-RRC,Officer,CA0197500,Male,Hispanic,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-19-7500-2016-TFZ,Civilian,CA0197500,Male,Hispanic,,31-35,TRUE,Serious bodily injury,"Contusion, Abrasion/Laceration",Medical assistance - treated at facility and released,FALSE,"Front upper torso/chest, Rear lower torso/back",FALSE,,TRUE,"Other physical contact (Use of hands, fists, feet, etc), Impact projectile, K-9 contact",FALSE,FALSE,Signs of drug impairment,FALSE,2800.2 VC EVADING PO:DISREGARD SFTY (FELONY) EVD,,FALSE,,,TRUE,Assaultive,In custody (other),FALSE,,,,,,
URSUS-19-7500-2016-TFZ,Officer,CA0197500,Male,White,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-19-7500-2016-TFZ,Officer,CA0197500,Male,White,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-19-7500-2016-TFZ,Officer,CA0197500,Male,White,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-19-7500-2016-TFZ,Officer,CA0197500,Male,White,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-19-7500-2016-XAM,Civilian,CA0197500,Male,Hispanic,,21-25,TRUE,Serious bodily injury,"Contusion, Bone fracture, Abrasion/Laceration",Admitted to hospital - precautionary measure only,FALSE,"Rear lower torso/back, Arms/hands",FALSE,,TRUE,"Other physical contact (Use of hands, fists, feet, etc), Blunt / impact weapon",FALSE,FALSE,"Signs of drug impairment, Signs of alcohol impairment",TRUE,2800.2 VC EVADING PO:DISREGARD SFTY (FELONY) EVD,,TRUE,Unknown,,TRUE,Assaultive,In custody (other),FALSE,,,,,,
URSUS-19-7500-2016-XAM,Officer,CA0197500,Male,White,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-19-7500-2016-XAM,Officer,CA0197500,Male,Asian / Pacific Islander,Filipino,21-25,TRUE,Injury,Contusion,No medical assistance or refused assistance,,Front upper torso/chest,,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-19-7500-2016-XAM,Officer,CA0197500,Male,White,,46-50,TRUE,Injury,Contusion,No medical assistance or refused assistance,,Front upper torso/chest,,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-19-7500-2016-YMU,Civilian,CA0197500,Male,Hispanic,,26-30,TRUE,Serious bodily injury,"Contusion, Abrasion/Laceration",Medical assistance - treated at facility and released,FALSE,"Front upper torso/chest, Arms/hands",,,TRUE,K-9 contact,FALSE,FALSE,"Signs of drug impairment, Signs of alcohol impairment",FALSE,245(A)(1) PC ADW NOT FIREARM (FELONY),,TRUE,Other dangerous weapon,,TRUE,Active resistance,In custody (other),TRUE,Other dangerous weapon,,,,,
URSUS-19-7500-2016-YMU,Officer,CA0197500,Male,White,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-19-7600-2016-DBT,Civilian,CA0197600,Male,White,,51-55,TRUE,Serious bodily injury,Bone fracture,Medical assistance - treated at facility and released,FALSE,Arms/hands ,,,TRUE,Other control hold/takedown,FALSE,FALSE,Signs of alcohol impairment,FALSE,602(M) PC TRESPASS:OCC PROP W/O CON (MISDEMEANOR) OCC,,FALSE,,,TRUE,Active resistance,Cited and released,FALSE,,,,,,
URSUS-19-7600-2016-DBT,Officer,CA0197600,Male,White,,21-25,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Patrol Uniform
URSUS-19-7600-2016-QAZ,Civilian,CA0197600,Male,Hispanic,,17-Oct,FALSE,,,,,Arms/hands ,FALSE,,TRUE,"Other control hold/takedown, Other physical contact (Use of hands, fists, feet, etc)",FALSE,FALSE,None,TRUE,69 PC OBSTRUCT/RESIST EXEC OFCR (MISDEMEANOR),,FALSE,,,TRUE,Assaultive,In custody (other),FALSE,,,,,,
URSUS-19-7600-2016-QAZ,Officer,CA0197600,Male,Hispanic,,36-40,FALSE,,,,,Front legs/feet,,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-19-7600-2016-QAZ,Officer,CA0197600,Male,Hispanic,,36-40,TRUE,Serious bodily injury,Bone fracture,Medical assistance - treated at facility and released,FALSE,Arms/hands ,,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-19-7600-2016-QZY,Civilian,CA0197600,Male,Hispanic,,36-40,TRUE,Death,Gunshot wound,Admitted to hospital - other circumstance,FALSE,"Front upper torso/chest, Front lower torso/abdomen, Front legs/feet",,,TRUE,Discharge of firearm (hit),TRUE,TRUE,"Signs of mental disability, Signs of drug impairment",TRUE,,,TRUE,"Knife, blade, or stabbing instrument",,TRUE,Life-threatening,Deceased,TRUE,"Knife, blade, or stabbing instrument",,,,,
URSUS-19-7600-2016-QZY,Officer,CA0197600,Male,White,,21-25,FALSE,,,,,(Not applicable),,,TRUE,"Impact projectile, Knife, blade, or stabbing instrument",FALSE,TRUE,,,,,,,,,,,,,,FALSE,,TRUE,Patrol Uniform
URSUS-19-7600-2016-QZY,Officer,CA0197600,Male,Hispanic,,36-40,FALSE,,,,,(Not applicable),,,TRUE,"Knife, blade, or stabbing instrument",FALSE,TRUE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-19-7600-2016-QZY,Officer,CA0197600,Male,White,,36-40,FALSE,,,,,(Not applicable),,,TRUE,"Knife, blade, or stabbing instrument",FALSE,TRUE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-19-7600-2016-VNZ,Civilian,CA0197600,Female,Hispanic,,26-30,TRUE,Serious bodily injury,"Contusion, Bone fracture",Medical assistance - treated at facility and released,FALSE,"Front upper torso/chest, Rear below waist/buttocks, Arms/hands ",FALSE,,TRUE,"Electronic control device, Impact projectile",FALSE,FALSE,"Signs of mental disability, Signs of drug impairment",FALSE,245(A)(1) PC ADW NOT FIREARM (FELONY),,TRUE,"Knife, blade, or stabbing instrument",,TRUE,Active resistance,In custody (other),TRUE,"Knife, blade, or stabbing instrument",,,,,
URSUS-19-7600-2016-VNZ,Officer,CA0197600,Male,Asian / Pacific Islander,Japanese,46-50,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-19-7600-2016-VNZ,Officer,CA0197600,Male,Hispanic,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-19-7600-2016-VNZ,Officer,CA0197600,Male,White,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-19-7600-2016-VSD,Civilian,CA0197600,Male,Hispanic,,26-30,TRUE,Serious bodily injury,Bone fracture,Medical assistance - treated at facility and released,FALSE,"Front upper torso/chest, Arms/hands ",,,TRUE,Other control hold/takedown,FALSE,FALSE,None,FALSE,459 PC BURGLARY (FELONY),,TRUE,"Knife, blade, or stabbing instrument",,TRUE,Active resistance,In custody (other),TRUE,"Knife, blade, or stabbing instrument",,,,,
URSUS-19-7600-2016-VSD,Officer,CA0197600,Male,Hispanic,,36-40,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-19-7600-2016-VSD,Officer,CA0197600,Male,White,,36-40,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-19-7600-2016-VSD,Officer,CA0197600,Male,White,,51-55,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-19-7600-2016-VVF,Civilian,CA0197600,Male,White,,21-25,TRUE,Serious bodily injury,"Contusion, Bone fracture, Abrasion/Laceration",Admitted to hospital - critical injuries,FALSE,"Head, Rear lower torso/back, Front legs/feet",FALSE,,TRUE,"Other physical contact (Use of hands, fists, feet, etc), Blunt / impact weapon, Electronic control device",FALSE,FALSE,"Signs of mental disability, Signs of developmental disability, Signs of drug impairment",TRUE,211 PC ROBBERY (FELONY),,FALSE,,,TRUE,Assaultive,In custody (other),FALSE,,,,,,
URSUS-19-7600-2016-VVF,Officer,CA0197600,Male,Asian / Pacific Islander,Filipino,41-45,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-19-7600-2016-VVF,Officer,CA0197600,Male,Hispanic,,41-45,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-19-7600-2016-VVF,Officer,CA0197600,Male,White,,41-45,TRUE,Injury,"Contusion, Abrasion/Laceration",Medical assistance - treated at facility and released,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-19-7600-2016-VVF,Officer,CA0197600,Male,Hispanic,,41-45,FALSE,,,,,Head,,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-20-0200-2016-FXE,Civilian,CA0200200,Male,Hispanic,,26-30,TRUE,Serious bodily injury,Abrasion/Laceration,Medical assistance - treated at facility and released,FALSE,"Front upper torso/chest, Arms/hands, Front legs/feet",,,TRUE,K-9 contact,FALSE,FALSE,None,FALSE,211,,TRUE,"Knife, blade, or stabbing instrument",,TRUE,Active resistance,In custody (other),TRUE,"Knife, blade, or stabbing instrument",,,,,
URSUS-20-0200-2016-FXE,Officer,CA0200200,Male,Hispanic,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape",TRUE,Patrol Uniform
URSUS-20-0200-2016-FXE,Officer,CA0200200,Male,White,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,FALSE,,TRUE,Patrol Uniform
URSUS-20-0200-2016-HBD,Civilian,CA0200200,Male,Hispanic,,21-25,TRUE,Serious bodily injury,Abrasion/Laceration,Medical assistance - treated at facility and released,FALSE,Arms/hands,,,TRUE,K-9 contact,FALSE,FALSE,None,FALSE,273,,FALSE,,,TRUE,Passive non-compliance,In custody (other),FALSE,,,,,,
URSUS-20-0200-2016-HBD,Officer,CA0200200,Male,White,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape",TRUE,Patrol Uniform
URSUS-20-0200-2016-JAA,Officer,CA0200200,Male,Hispanic,,21-25,FALSE,,,,,(Not applicable),,,TRUE,Discharge of firearm (miss),TRUE,TRUE,,,,,,,,,,,,,,FALSE,,TRUE,Patrol Uniform
URSUS-20-0200-2016-JAA,Civilian,CA0200200,Male,Hispanic,,26-30,FALSE,,,,,,,,FALSE,,FALSE,TRUE,None,TRUE,664/187 PD,,TRUE,Firearm,Handgun,TRUE,Active resistance,In custody (other),TRUE,Firearm,,,,,
URSUS-22-0000-2016-GXV,Civilian,CA0220000,Male,White,,46-50,TRUE,Serious bodily injury,Abrasion/Laceration,Medical assistance - treated at facility and released,FALSE,,,,FALSE,,FALSE,FALSE,Signs of alcohol impairment,FALSE,273.5(A) PC CRPL INJ:SPOUS/COHAB/DATE (FELONY),,TRUE,Firearm,,TRUE,Active resistance,In custody (other),FALSE,,,,,,
URSUS-22-0000-2016-GXV,Officer,CA0220000,Male,White,,26-30,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To effect arrest or take into custody,TRUE,Patrol Uniform
URSUS-23-0000-2016-FDW,Civilian,CA0230000,Male,White,,56-60,TRUE,Death,Gunshot wound,Medical assistance - treated on scene,FALSE,Front upper torso/chest,,,TRUE,Discharge of firearm (hit),TRUE,TRUE,Signs of mental disability,TRUE,,,TRUE,Firearm,Rifle,TRUE,Life-threatening,Deceased,TRUE,Firearm,,,,,
URSUS-23-0000-2016-FDW,Officer,CA0230000,Male,White,,36-40,FALSE,,,,,(Not applicable),,,TRUE,Discharge of firearm (miss),TRUE,TRUE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Tactical
URSUS-23-0300-2016-PVM,Civilian,CA0230300,Male,White,,56-60,FALSE,,,,,(Not applicable),,,TRUE,Discharge of firearm (miss),TRUE,TRUE,Signs of mental disability,TRUE,,,TRUE,Firearm,Rifle,TRUE,Life-threatening,Deceased,TRUE,Firearm,,,,,
URSUS-23-0300-2016-PVM,Officer,CA0230300,Male,White,,26-30,FALSE,,,,,(Not applicable),,,TRUE,Discharge of firearm (miss),TRUE,TRUE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Tactical
URSUS-23-0400-2016-YYP,Civilian,CA0230400,Male,White,,46-50,FALSE,,,,,"Rear upper torso/back, Front lower torso/abdomen",TRUE,"Electronic control device -> Other physical contact (Use of hands, fists, feet, etc)",TRUE,"Other physical contact (Use of hands, fists, feet, etc), Electronic control device",FALSE,FALSE,Signs of alcohol impairment,TRUE,69 PC OBSTRUCT/RESIST EXEC OFF (FELONY),,FALSE,,,TRUE,Assaultive,In custody (other),FALSE,,,,,,
URSUS-23-0400-2016-YYP,Officer,CA0230400,Male,White,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To effect arrest or take into custody,TRUE,Patrol Uniform
URSUS-23-0400-2016-YYP,Officer,CA0230400,Male,White,,31-35,FALSE,,,,,Head,,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,To effect arrest or take into custody,TRUE,Patrol Uniform
URSUS-24-0000-2016-SCX,Civilian,CA0240000,Male,Hispanic,,36-40,TRUE,Death,Gunshot wound,No medical assistance or refused assistance,,"Head, Front upper torso/chest",,,TRUE,Discharge of firearm (hit),TRUE,TRUE,None,TRUE,,,TRUE,Firearm,Rifle,TRUE,Life-threatening,Deceased,TRUE,Firearm,,,,,
URSUS-24-0000-2016-SCX,Officer,CA0240000,Male,Hispanic,,46-50,TRUE,Serious bodily injury,Internal injury,Admitted to hospital - critical injuries,TRUE,"Front lower torso/abdomen, Front legs/feet",,,TRUE,Discharge of firearm (hit),TRUE,TRUE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-24-0000-2016-SCX,Officer,CA0240000,Male,White,,36-40,FALSE,,,,,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,,TRUE,To overcome resistance,TRUE,Patrol Uniform
URSUS-24-0500-2016-CTF,Civilian,CA0240500,Male,Hispanic,,21-25,TRUE,Serious bodily injury,"Bone fracture, Abrasion/Laceration",Medical assistance - treated at facility and released,FALSE,"Neck/throat, Rear upper torso/back",FALSE,,TRUE,"Other control hold/takedown, Electronic control device",FALSE,FALSE,Signs of mental disability,TRUE,273A(A) PC CHILD CRUELTY:POS INJ/DTH (FELONY),,TRUE,Firearm,,TRUE,Life-threatening,In custody (other),FALSE,,,,,,
URSUS-24-0500-2016-CTF,Officer,CA0240500,Male,Hispanic,,46-50,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Patrol Uniform
URSUS-24-0500-2016-CTF,Officer,CA0240500,Male,White,,31-35,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,FALSE,,TRUE,Patrol Uniform
URSUS-24-0500-2016-CTF,Officer,CA0240500,Male,White,,46-50,FALSE,,,,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,FALSE,,TRUE,Patrol Uniform
URSUS-25-0000-2016-RPU,Civilian,CA0250000,Male,White,,46-50,TRUE,Serious bodily injury,"Bone fracture, Gunshot wound",Admitted to hospital - critical injuries,FALSE,Front legs/feet,,,TRUE,Discharge of firearm (hit),TRUE,TRUE,"Signs of mental disability, Signs of drug impairment, Signs of alcohol impairment",TRUE,187(A) PC MRDR:1ST DEG:SHOOT F/VEH (FELONY) SFV,,TRUE,Firearm,Rifle,TRUE,Life-threatening,In custody (other),TRUE,Firearm,,,,,
URSUS-25-0000-2016-RPU,Officer,CA0250000,Male,White,,31-35,TRUE,Death,Gunshot wound,No medical assistance or refused assistance,,Head,,,TRUE,Discharge of firearm (hit),TRUE,TRUE,,,,,,,,,,,,,,FALSE,,TRUE,Patrol Uniform
URSUS-25-0000-2016-RPU,Officer,CA0250000,Male,White,,46-50,TRUE,Injury,Abrasion/Laceration,Medical assistance - treated on scene,FALSE,Arms/hands,,,TRUE,Discharge of firearm (miss),TRUE,TRUE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-25-0000-2016-TGK,Civilian,CA0250000,Male,White,,31-35,TRUE,Serious bodily injury,Bone fracture,Medical assistance - treated at facility and released,FALSE,"Arms/hands, Front legs/feet",,,TRUE,Blunt / impact weapon,FALSE,FALSE,Signs of drug impairment,TRUE,236 PC FALSE IMPRISON W/VIOLENCE (FELONY) VIO,,TRUE,Other dangerous weapon,,TRUE,Assaultive,In custody (other),FALSE,,,,,,
URSUS-25-0000-2016-TGK,Officer,CA0250000,Male,White,,26-30,FALSE,,,,,,,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-25-0000-2016-TGK,Officer,CA0250000,Male,White,,41-45,FALSE,,,,,,,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-27-0000-2016-XUH,Civilian,CA0270000,Male,Asian / Pacific Islander,Filipino,31-35,TRUE,Serious bodily injury,Gunshot wound,Admitted to hospital - critical injuries,FALSE,Front upper torso/chest,TRUE,Chemical spray (e.g. OC/CS) -> Discharge of firearm (hit),TRUE,"Chemical spray (e.g. OC/CS), Discharge of firearm (hit)",TRUE,TRUE,Signs of drug impairment,TRUE,187(A) PC MURDER (FELONY),,TRUE,Firearm,Handgun,TRUE,Life-threatening,In custody (other),TRUE,Firearm,,,,,
URSUS-27-0000-2016-XUH,Officer,CA0270000,Male,Hispanic,,31-35,FALSE,,,,,(Not applicable),,,TRUE,Discharge of firearm (miss),TRUE,TRUE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Tactical
URSUS-27-0000-2016-XUH,Officer,CA0270000,Male,White,,26-30,FALSE,,,,,(Not applicable),,,TRUE,Discharge of firearm (miss),TRUE,TRUE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Tactical
URSUS-27-0000-2016-XUH,Officer,CA0270000,Male,White,,26-30,FALSE,,,,,(Not applicable),,,TRUE,Discharge of firearm (miss),TRUE,TRUE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Tactical
URSUS-27-1100-2016-AGC,Civilian,CA0271100,Male,Hispanic,,36-40,TRUE,Serious bodily injury,Gunshot wound,Medical assistance - treated at facility and released,FALSE,"Head, Front upper torso/chest, Arms/hands, Front legs/feet, Rear legs",FALSE,,TRUE,"Other control hold/takedown, Other physical contact (Use of hands, fists, feet, etc), Discharge of firearm (hit)",TRUE,TRUE,Signs of drug impairment,TRUE,664/187(A),,TRUE,Unknown,,TRUE,Life-threatening,In custody (other),FALSE,,,,,,
URSUS-27-1100-2016-AGC,Officer,CA0271100,Male,Asian / Pacific Islander,Hawaiian,41-45,TRUE,Injury,Contusion,Medical assistance - treated on scene,FALSE,Arms/hands,,,TRUE,Civilian physical contact,FALSE,TRUE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-27-1100-2016-AGC,Officer,CA0271100,Male,Hispanic,,26-30,TRUE,Injury,Contusion,Medical assistance - treated on scene,FALSE,Arms/hands,,,TRUE,Civilian physical contact,FALSE,TRUE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-27-1100-2016-AGC,Officer,CA0271100,Male,White,,26-30,TRUE,Serious bodily injury,"Contusion, Concussion, Bone fracture, Abrasion/Laceration",Medical assistance - treated at facility and released,FALSE,"Front upper torso/chest, Rear lower torso/back, Arms/hands, Front legs/feet",,,TRUE,"Civilian physical contact, Civilian vehicle contact",FALSE,TRUE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-28-0100-2016-CCV,Officer,CA0280100,Male,Hispanic,,21-25,TRUE,Injury,Contusion,Admitted to hospital - precautionary measure only,FALSE,(Not applicable),,,TRUE,Discharge of firearm (miss),TRUE,TRUE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To prevent escape, To overcome resistance",TRUE,Patrol Uniform
URSUS-28-0100-2016-CCV,Civilian,CA0280100,Male,Hispanic,,21-25,FALSE,,,,,,,,FALSE,,FALSE,TRUE,None,FALSE,187(A) PC MURDER (FELONY),664 (A) PCATTEMPT TO COMMIT FELONY ATTEMPTED YJ01,TRUE,Firearm,Rifle,FALSE,,In custody (other),TRUE,Firearm,,,,,
URSUS-28-0100-2016-CCV,Civilian,CA0280100,Male,White,,21-25,TRUE,Injury,Abrasion/Laceration,Admitted to hospital - precautionary measure only,FALSE,"Head, Neck/throat, Front upper torso/chest, Rear upper torso/back, Front lower torso/abdomen, Rear lower torso/back, Front below waist/groin area, Rear below waist/buttocks, Arms/hands, Front legs/feet, Rear legs",TRUE,Officer vehicle contact -> Threat of firearm,TRUE,"Officer vehicle contact, Threat of firearm",FALSE,TRUE,None,TRUE,187(A) PC MURDER (FELONY),664 (A) PCATTEMPT TO COMMIT FELONY ATTEMPTED YJ01,TRUE,Firearm,Handgun,TRUE,Life-threatening,In custody (other),TRUE,Firearm,,,,,
URSUS-28-0200-2016-SQV,Civilian,CA0280200,Male,Hispanic,,18-20,TRUE,Serious bodily injury,"Unconscious, Abrasion/Laceration",Medical assistance - treated at facility and released,FALSE,Neck/throat,FALSE,,TRUE,"Carotid restraint control hold, Other control hold/takedown",FALSE,FALSE,Signs of alcohol impairment,TRUE,69 PC,,FALSE,,,TRUE,Assaultive,In custody (other),FALSE,,,,,,
URSUS-28-0200-2016-SQV,Officer,CA0280200,Male,White,,31-35,TRUE,Injury,Abrasion/Laceration,Medical assistance - treated at facility and released,FALSE,Front lower torso/abdomen,,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Patrol Uniform
URSUS-28-0200-2016-YFT,Civilian,CA0280200,Male,Hispanic,,31-35,TRUE,Serious bodily injury,"Unconscious, Abrasion/Laceration",Medical assistance - treated at facility and released,FALSE,,,,FALSE,,FALSE,FALSE,Signs of alcohol impairment,FALSE,245(A)(4) PC ADW/FORCE:POSSIBLE GBI (FELONY),,TRUE,"Knife, blade, or stabbing instrument",,TRUE,Active resistance,In custody (other),FALSE,,,,,,
URSUS-28-0200-2016-YFT,Officer,CA0280200,Male,Hispanic,,26-30,TRUE,Injury,Abrasion/Laceration,No medical assistance or refused assistance,,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Utility
URSUS-28-0200-2016-ZCP,Civilian,CA0280200,Male,White,,41-45,TRUE,Serious bodily injury,"Unconscious, Abrasion/Laceration",Medical assistance - treated at facility and released,FALSE,"Neck/throat, Front upper torso/chest",FALSE,,TRUE,"Carotid restraint control hold, Other control hold/takedown, Other physical contact (Use of hands, fists, feet, etc)",FALSE,FALSE,Signs of drug impairment,TRUE,69 PC OBSTRUCT/RESIST EXEC OFF (FELONY),,TRUE,Other dangerous weapon,,TRUE,Assaultive,In custody (other),TRUE,Other dangerous weapon,,,,,
URSUS-28-0200-2016-ZCP,Officer,CA0280200,Male,Hispanic,,31-35,TRUE,Injury,Abrasion/Laceration,Medical assistance - treated on scene,FALSE,Front upper torso/chest,,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Patrol Uniform
URSUS-28-0200-2016-ZCP,Officer,CA0280200,Male,White,,31-35,FALSE,,,,,Front upper torso/chest,,,TRUE,Civilian physical contact,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"To effect arrest or take into custody, To overcome resistance",TRUE,Patrol Uniform
